Time,x0,x1
2.504,1.21333,-1.74335
2.505,1.21158,-1.75236
2.506,1.20982,-1.76137
2.507,1.20805,-1.77037
2.508,1.20628,-1.77936
2.509,1.2045,-1.78834
2.51,1.2027,-1.79732
2.511,1.2009,-1.80629
2.512,1.19909,-1.81525
2.513,1.19727,-1.8242
2.514,1.19544,-1.83315
2.515,1.1936,-1.84209
2.516,1.19176,-1.85102
2.517,1.1899,-1.85995
2.518,1.18804,-1.86887
2.519,1.18616,-1.87777
2.52,1.18428,-1.88668
2.521,1.18239,-1.89557
2.522,1.18049,-1.90446
2.523,1.17858,-1.91333
2.524,1.17666,-1.9222
2.525,1.17474,-1.93107
2.526,1.1728,-1.93992
2.527,1.17086,-1.94876
2.528,1.16891,-1.9576
2.529,1.16694,-1.96643
2.53,1.16497,-1.97525
2.531,1.16299,-1.98406
2.532,1.161,-1.99286
2.533,1.15901,-2.00166
2.534,1.157,-2.01044
2.535,1.15499,-2.01922
2.536,1.15296,-2.02799
2.537,1.15093,-2.03675
2.538,1.14889,-2.0455
2.539,1.14684,-2.05424
2.54,1.14478,-2.06297
2.541,1.14271,-2.07169
2.542,1.14064,-2.0804
2.543,1.13855,-2.08911
2.544,1.13646,-2.0978
2.545,1.13436,-2.10648
2.546,1.13225,-2.11516
2.547,1.13013,-2.12383
2.548,1.128,-2.13248
2.549,1.12586,-2.14113
2.55,1.12372,-2.14976
2.551,1.12156,-2.15839
2.552,1.1194,-2.167
2.553,1.11723,-2.17561
2.554,1.11505,-2.1842
2.555,1.11286,-2.19279
2.556,1.11066,-2.20136
2.557,1.10846,-2.20993
2.558,1.10624,-2.21848
2.559,1.10402,-2.22703
2.56,1.10179,-2.23556
2.561,1.09955,-2.24408
2.562,1.0973,-2.25259
2.563,1.09504,-2.26109
2.564,1.09278,-2.26958
2.565,1.0905,-2.27806
2.566,1.08822,-2.28652
2.567,1.08593,-2.29498
2.568,1.08363,-2.30342
2.569,1.08132,-2.31186
2.57,1.07901,-2.32028
2.571,1.07668,-2.32869
2.572,1.07435,-2.33709
2.573,1.07201,-2.34547
2.574,1.06966,-2.35385
2.575,1.0673,-2.36221
2.576,1.06494,-2.37056
2.577,1.06256,-2.3789
2.578,1.06018,-2.38722
2.579,1.05779,-2.39554
2.58,1.05539,-2.40384
2.581,1.05298,-2.41213
2.582,1.05056,-2.4204
2.583,1.04814,-2.42867
2.584,1.04571,-2.43692
2.585,1.04326,-2.44516
2.586,1.04082,-2.45338
2.587,1.03836,-2.46159
2.588,1.03589,-2.46979
2.589,1.03342,-2.47798
2.59,1.03094,-2.48615
2.591,1.02845,-2.49431
2.592,1.02595,-2.50246
2.593,1.02344,-2.51059
2.594,1.02093,-2.51871
2.595,1.0184,-2.52682
2.596,1.01587,-2.53491
2.597,1.01333,-2.54298
2.598,1.01079,-2.55105
2.599,1.00823,-2.5591
2.6,1.00567,-2.56713
2.601,1.0031,-2.57515
2.602,1.00052,-2.58316
2.603,0.997931,-2.59115
2.604,0.995336,-2.59913
2.605,0.992733,-2.60709
2.606,0.990122,-2.61504
2.607,0.987503,-2.62297
2.608,0.984876,-2.63089
2.609,0.982241,-2.63879
2.61,0.979598,-2.64668
2.611,0.976948,-2.65455
2.612,0.974289,-2.66241
2.613,0.971623,-2.67025
2.614,0.968949,-2.67808
2.615,0.966267,-2.68589
2.616,0.963577,-2.69369
2.617,0.960879,-2.70146
2.618,0.958174,-2.70923
2.619,0.955461,-2.71697
2.62,0.95274,-2.72471
2.621,0.950011,-2.73242
2.622,0.947275,-2.74012
2.623,0.944531,-2.7478
2.624,0.941779,-2.75547
2.625,0.93902,-2.76311
2.626,0.936253,-2.77075
2.627,0.933479,-2.77836
2.628,0.930697,-2.78596
2.629,0.927907,-2.79354
2.63,0.925109,-2.8011
2.631,0.922305,-2.80865
2.632,0.919492,-2.81618
2.633,0.916672,-2.82369
2.634,0.913845,-2.83118
2.635,0.91101,-2.83866
2.636,0.908167,-2.84612
2.637,0.905318,-2.85356
2.638,0.90246,-2.86098
2.639,0.899596,-2.86838
2.64,0.896724,-2.87577
2.641,0.893844,-2.88314
2.642,0.890957,-2.89049
2.643,0.888063,-2.89782
2.644,0.885162,-2.90513
2.645,0.882253,-2.91242
2.646,0.879337,-2.9197
2.647,0.876414,-2.92695
2.648,0.873483,-2.93419
2.649,0.870545,-2.94141
2.65,0.8676,-2.9486
2.651,0.864648,-2.95578
2.652,0.861689,-2.96294
2.653,0.858722,-2.97008
2.654,0.855748,-2.9772
2.655,0.852768,-2.9843
2.656,0.84978,-2.99138
2.657,0.846785,-2.99844
2.658,0.843783,-3.00548
2.659,0.840774,-3.0125
2.66,0.837758,-3.01949
2.661,0.834735,-3.02647
2.662,0.831705,-3.03343
2.663,0.828668,-3.04037
2.664,0.825624,-3.04728
2.665,0.822574,-3.05418
2.666,0.819516,-3.06105
2.667,0.816451,-3.0679
2.668,0.81338,-3.07473
2.669,0.810302,-3.08154
2.67,0.807217,-3.08833
2.671,0.804125,-3.0951
2.672,0.801027,-3.10184
2.673,0.797922,-3.10857
2.674,0.79481,-3.11527
2.675,0.791691,-3.12195
2.676,0.788566,-3.12861
2.677,0.785434,-3.13524
2.678,0.782295,-3.14185
2.679,0.77915,-3.14844
2.68,0.775999,-3.15501
2.681,0.77284,-3.16155
2.682,0.769675,-3.16807
2.683,0.766504,-3.17457
2.684,0.763326,-3.18105
2.685,0.760142,-3.1875
2.686,0.756951,-3.19393
2.687,0.753754,-3.20034
2.688,0.750551,-3.20672
2.689,0.747341,-3.21308
2.69,0.744125,-3.21941
2.691,0.740902,-3.22572
2.692,0.737673,-3.23201
2.693,0.734438,-3.23827
2.694,0.731197,-3.24451
2.695,0.727949,-3.25072
2.696,0.724695,-3.25691
2.697,0.721435,-3.26308
2.698,0.718169,-3.26922
2.699,0.714897,-3.27533
2.7,0.711618,-3.28142
2.701,0.708334,-3.28749
2.702,0.705043,-3.29353
2.703,0.701747,-3.29955
2.704,0.698444,-3.30554
2.705,0.695136,-3.3115
2.706,0.691821,-3.31744
2.707,0.688501,-3.32335
2.708,0.685175,-3.32924
2.709,0.681842,-3.3351
2.71,0.678504,-3.34094
2.711,0.67516,-3.34675
2.712,0.671811,-3.35253
2.713,0.668455,-3.35829
2.714,0.665094,-3.36402
2.715,0.661727,-3.36973
2.716,0.658355,-3.3754
2.717,0.654977,-3.38106
2.718,0.651593,-3.38668
2.719,0.648203,-3.39228
2.72,0.644808,-3.39785
2.721,0.641408,-3.40339
2.722,0.638001,-3.4089
2.723,0.63459,-3.41439
2.724,0.631173,-3.41985
2.725,0.62775,-3.42529
2.726,0.624322,-3.43069
2.727,0.620889,-3.43607
2.728,0.61745,-3.44142
2.729,0.614006,-3.44674
2.73,0.610556,-3.45203
2.731,0.607102,-3.4573
2.732,0.603642,-3.46253
2.733,0.600177,-3.46774
2.734,0.596706,-3.47292
2.735,0.593231,-3.47807
2.736,0.58975,-3.4832
2.737,0.586265,-3.48829
2.738,0.582774,-3.49335
2.739,0.579278,-3.49839
2.74,0.575777,-3.50339
2.741,0.572271,-3.50837
2.742,0.56876,-3.51332
2.743,0.565244,-3.51823
2.744,0.561724,-3.52312
2.745,0.558198,-3.52798
2.746,0.554668,-3.53281
2.747,0.551133,-3.53761
2.748,0.547593,-3.54237
2.749,0.544048,-3.54711
2.75,0.540498,-3.55182
2.751,0.536944,-3.5565
2.752,0.533385,-3.56114
2.753,0.529822,-3.56576
2.754,0.526254,-3.57035
2.755,0.522681,-3.5749
2.756,0.519104,-3.57943
2.757,0.515522,-3.58392
2.758,0.511936,-3.58838
2.759,0.508346,-3.59281
2.76,0.504751,-3.59721
2.761,0.501151,-3.60158
2.762,0.497548,-3.60592
2.763,0.493939,-3.61022
2.764,0.490327,-3.6145
2.765,0.48671,-3.61874
2.766,0.48309,-3.62295
2.767,0.479465,-3.62713
2.768,0.475835,-3.63128
2.769,0.472202,-3.63539
2.77,0.468565,-3.63947
2.771,0.464923,-3.64352
2.772,0.461278,-3.64754
2.773,0.457628,-3.65153
2.774,0.453974,-3.65548
2.775,0.450317,-3.6594
2.776,0.446656,-3.66329
2.777,0.44299,-3.66714
2.778,0.439321,-3.67096
2.779,0.435649,-3.67475
2.78,0.431972,-3.67851
2.781,0.428292,-3.68223
2.782,0.424607,-3.68592
2.783,0.42092,-3.68958
2.784,0.417228,-3.6932
2.785,0.413533,-3.69679
2.786,0.409835,-3.70034
2.787,0.406133,-3.70387
2.788,0.402427,-3.70736
2.789,0.398718,-3.71081
2.79,0.395005,-3.71423
2.791,0.39129,-3.71762
2.792,0.38757,-3.72097
2.793,0.383848,-3.72429
2.794,0.380122,-3.72757
2.795,0.376392,-3.73082
2.796,0.37266,-3.73404
2.797,0.368924,-3.73722
2.798,0.365186,-3.74037
2.799,0.361444,-3.74348
2.8,0.357699,-3.74655
2.801,0.353951,-3.7496
2.802,0.350199,-3.7526
2.803,0.346445,-3.75558
2.804,0.342688,-3.75852
2.805,0.338928,-3.76142
2.806,0.335165,-3.76429
2.807,0.3314,-3.76712
2.808,0.327631,-3.76992
2.809,0.32386,-3.77268
2.81,0.320086,-3.77541
2.811,0.316309,-3.7781
2.812,0.31253,-3.78075
2.813,0.308748,-3.78337
2.814,0.304963,-3.78596
2.815,0.301176,-3.78851
2.816,0.297386,-3.79102
2.817,0.293594,-3.7935
2.818,0.289799,-3.79594
2.819,0.286002,-3.79835
2.82,0.282202,-3.80072
2.821,0.2784,-3.80305
2.822,0.274596,-3.80535
2.823,0.27079,-3.80761
2.824,0.266981,-3.80983
2.825,0.26317,-3.81202
2.826,0.259357,-3.81418
2.827,0.255542,-3.81629
2.828,0.251724,-3.81837
2.829,0.247905,-3.82041
2.83,0.244084,-3.82242
2.831,0.24026,-3.82439
2.832,0.236435,-3.82633
2.833,0.232608,-3.82822
2.834,0.228778,-3.83008
2.835,0.224947,-3.83191
2.836,0.221115,-3.83369
2.837,0.21728,-3.83544
2.838,0.213444,-3.83715
2.839,0.209606,-3.83883
2.84,0.205766,-3.84047
2.841,0.201925,-3.84207
2.842,0.198082,-3.84364
2.843,0.194238,-3.84516
2.844,0.190392,-3.84665
2.845,0.186544,-3.84811
2.846,0.182695,-3.84952
2.847,0.178845,-3.8509
2.848,0.174994,-3.85224
2.849,0.171141,-3.85355
2.85,0.167287,-3.85481
2.851,0.163431,-3.85604
2.852,0.159575,-3.85723
2.853,0.155717,-3.85839
2.854,0.151858,-3.85951
2.855,0.147998,-3.86059
2.856,0.144137,-3.86163
2.857,0.140274,-3.86263
2.858,0.136411,-3.8636
2.859,0.132547,-3.86453
2.86,0.128682,-3.86542
2.861,0.124816,-3.86627
2.862,0.12095,-3.86709
2.863,0.117082,-3.86786
2.864,0.113214,-3.86861
2.865,0.109345,-3.86931
2.866,0.105475,-3.86997
2.867,0.101605,-3.8706
2.868,0.0977343,-3.87119
2.869,0.0938628,-3.87174
2.87,0.0899908,-3.87225
2.871,0.0861183,-3.87273
2.872,0.0822453,-3.87317
2.873,0.078372,-3.87357
2.874,0.0744982,-3.87393
2.875,0.0706241,-3.87425
2.876,0.0667497,-3.87454
2.877,0.0628751,-3.87478
2.878,0.0590002,-3.87499
2.879,0.0551251,-3.87517
2.88,0.0512499,-3.8753
2.881,0.0473745,-3.8754
2.882,0.0434991,-3.87545
2.883,0.0396236,-3.87547
2.884,0.0357481,-3.87546
2.885,0.0318727,-3.8754
2.886,0.0279974,-3.87531
2.887,0.0241221,-3.87518
2.888,0.020247,-3.87501
2.889,0.0163721,-3.8748
2.89,0.0124974,-3.87455
2.891,0.00862302,-3.87427
2.892,0.00474891,-3.87395
2.893,0.000875144,-3.87359
2.894,-0.00299825,-3.87319
2.895,-0.00687122,-3.87275
2.896,-0.0107437,-3.87228
2.897,-0.0146158,-3.87177
2.898,-0.0184873,-3.87122
2.899,-0.0223582,-3.87063
2.9,-0.0262285,-3.87001
2.901,-0.0300982,-3.86934
2.902,-0.0339672,-3.86864
2.903,-0.0378355,-3.8679
2.904,-0.041703,-3.86713
2.905,-0.0455697,-3.86631
2.906,-0.0494356,-3.86546
2.907,-0.0533006,-3.86457
2.908,-0.0571647,-3.86364
2.909,-0.0610279,-3.86267
2.91,-0.06489,-3.86167
2.911,-0.0687512,-3.86063
2.912,-0.0726113,-3.85955
2.913,-0.0764703,-3.85843
2.914,-0.0803281,-3.85728
2.915,-0.0841848,-3.85609
2.916,-0.0880403,-3.85486
2.917,-0.0918945,-3.85359
2.918,-0.0957475,-3.85229
2.919,-0.0995991,-3.85095
2.92,-0.103449,-3.84957
2.921,-0.107298,-3.84815
2.922,-0.111146,-3.8467
2.923,-0.114992,-3.8452
2.924,-0.118836,-3.84368
2.925,-0.122679,-3.84211
2.926,-0.12652,-3.84051
2.927,-0.13036,-3.83887
2.928,-0.134198,-3.83719
2.929,-0.138034,-3.83547
2.93,-0.141869,-3.83372
2.931,-0.145702,-3.83193
2.932,-0.149533,-3.83011
2.933,-0.153362,-3.82824
2.934,-0.157189,-3.82634
2.935,-0.161015,-3.82441
2.936,-0.164838,-3.82243
2.937,-0.168659,-3.82042
2.938,-0.172479,-3.81838
2.939,-0.176296,-3.81629
2.94,-0.180111,-3.81417
2.941,-0.183925,-3.81201
2.942,-0.187735,-3.80982
2.943,-0.191544,-3.80759
2.944,-0.195351,-3.80532
2.945,-0.199155,-3.80302
2.946,-0.202957,-3.80068
2.947,-0.206756,-3.79831
2.948,-0.210553,-3.7959
2.949,-0.214348,-3.79345
2.95,-0.21814,-3.79096
2.951,-0.22193,-3.78844
2.952,-0.225717,-3.78589
2.953,-0.229502,-3.78329
2.954,-0.233284,-3.78067
2.955,-0.237063,-3.778
2.956,-0.24084,-3.7753
2.957,-0.244614,-3.77257
2.958,-0.248385,-3.7698
2.959,-0.252153,-3.76699
2.96,-0.255919,-3.76415
2.961,-0.259681,-3.76127
2.962,-0.263441,-3.75836
2.963,-0.267198,-3.75541
2.964,-0.270952,-3.75243
2.965,-0.274703,-3.74941
2.966,-0.278451,-3.74636
2.967,-0.282196,-3.74327
2.968,-0.285937,-3.74014
2.969,-0.289676,-3.73698
2.97,-0.293411,-3.73379
2.971,-0.297143,-3.73056
2.972,-0.300872,-3.7273
2.973,-0.304598,-3.724
2.974,-0.30832,-3.72067
2.975,-0.312039,-3.71731
2.976,-0.315755,-3.71391
2.977,-0.319467,-3.71047
2.978,-0.323176,-3.707
2.979,-0.326881,-3.7035
2.98,-0.330583,-3.69996
2.981,-0.334281,-3.69639
2.982,-0.337976,-3.69278
2.983,-0.341667,-3.68915
2.984,-0.345354,-3.68547
2.985,-0.349038,-3.68177
2.986,-0.352718,-3.67803
2.987,-0.356394,-3.67425
2.988,-0.360066,-3.67045
2.989,-0.363735,-3.66661
2.99,-0.367399,-3.66273
2.991,-0.37106,-3.65883
2.992,-0.374717,-3.65489
2.993,-0.37837,-3.65091
2.994,-0.382019,-3.64691
2.995,-0.385664,-3.64287
2.996,-0.389304,-3.6388
2.997,-0.392941,-3.6347
2.998,-0.396574,-3.63056
2.999,-0.400202,-3.62639
3,-0.403827,-3.62219
3.001,-0.407447,-3.61796
3.002,-0.411062,-3.61369
3.003,-0.414674,-3.6094
3.004,-0.418281,-3.60507
3.005,-0.421884,-3.60071
3.006,-0.425483,-3.59631
3.007,-0.429077,-3.59189
3.008,-0.432666,-3.58743
3.009,-0.436252,-3.58294
3.01,-0.439832,-3.57842
3.011,-0.443408,-3.57387
3.012,-0.44698,-3.56929
3.013,-0.450547,-3.56468
3.014,-0.454109,-3.56004
3.015,-0.457667,-3.55536
3.016,-0.46122,-3.55066
3.017,-0.464768,-3.54592
3.018,-0.468312,-3.54115
3.019,-0.471851,-3.53635
3.02,-0.475385,-3.53153
3.021,-0.478914,-3.52667
3.022,-0.482438,-3.52178
3.023,-0.485957,-3.51686
3.024,-0.489472,-3.51191
3.025,-0.492981,-3.50694
3.026,-0.496486,-3.50193
3.027,-0.499985,-3.49689
3.028,-0.503479,-3.49182
3.029,-0.506969,-3.48672
3.03,-0.510453,-3.4816
3.031,-0.513932,-3.47644
3.032,-0.517406,-3.47126
3.033,-0.520874,-3.46604
3.034,-0.524338,-3.4608
3.035,-0.527796,-3.45553
3.036,-0.531249,-3.45023
3.037,-0.534696,-3.4449
3.038,-0.538139,-3.43954
3.039,-0.541575,-3.43416
3.04,-0.545007,-3.42874
3.041,-0.548433,-3.4233
3.042,-0.551853,-3.41783
3.043,-0.555268,-3.41233
3.044,-0.558678,-3.4068
3.045,-0.562082,-3.40125
3.046,-0.565481,-3.39567
3.047,-0.568873,-3.39006
3.048,-0.572261,-3.38442
3.049,-0.575642,-3.37875
3.05,-0.579018,-3.37306
3.051,-0.582388,-3.36734
3.052,-0.585753,-3.3616
3.053,-0.589112,-3.35582
3.054,-0.592464,-3.35002
3.055,-0.595812,-3.3442
3.056,-0.599153,-3.33835
3.057,-0.602488,-3.33247
3.058,-0.605818,-3.32656
3.059,-0.609141,-3.32063
3.06,-0.612459,-3.31467
3.061,-0.615771,-3.30869
3.062,-0.619076,-3.30268
3.063,-0.622376,-3.29664
3.064,-0.62567,-3.29058
3.065,-0.628957,-3.28449
3.066,-0.632239,-3.27838
3.067,-0.635514,-3.27224
3.068,-0.638783,-3.26608
3.069,-0.642046,-3.25989
3.07,-0.645303,-3.25368
3.071,-0.648553,-3.24744
3.072,-0.651798,-3.24118
3.073,-0.655036,-3.23489
3.074,-0.658268,-3.22858
3.075,-0.661493,-3.22224
3.076,-0.664712,-3.21588
3.077,-0.667925,-3.2095
3.078,-0.671131,-3.20309
3.079,-0.674331,-3.19666
3.08,-0.677524,-3.1902
3.081,-0.680711,-3.18372
3.082,-0.683892,-3.17721
3.083,-0.687066,-3.17069
3.084,-0.690233,-3.16414
3.085,-0.693394,-3.15756
3.086,-0.696548,-3.15096
3.087,-0.699696,-3.14434
3.088,-0.702837,-3.1377
3.089,-0.705971,-3.13103
3.09,-0.709099,-3.12434
3.091,-0.71222,-3.11763
3.092,-0.715334,-3.1109
3.093,-0.718442,-3.10414
3.094,-0.721542,-3.09736
3.095,-0.724636,-3.09056
3.096,-0.727724,-3.08374
3.097,-0.730804,-3.0769
3.098,-0.733877,-3.07003
3.099,-0.736944,-3.06314
3.1,-0.740004,-3.05623
3.101,-0.743056,-3.0493
3.102,-0.746102,-3.04235
3.103,-0.749141,-3.03538
3.104,-0.752173,-3.02838
3.105,-0.755198,-3.02136
3.106,-0.758216,-3.01433
3.107,-0.761227,-3.00727
3.108,-0.76423,-3.00019
3.109,-0.767227,-2.99309
3.11,-0.770216,-2.98597
3.111,-0.773199,-2.97884
3.112,-0.776174,-2.97168
3.113,-0.779142,-2.9645
3.114,-0.782103,-2.9573
3.115,-0.785057,-2.95008
3.116,-0.788003,-2.94284
3.117,-0.790942,-2.93558
3.118,-0.793874,-2.9283
3.119,-0.796799,-2.921
3.12,-0.799716,-2.91369
3.121,-0.802626,-2.90635
3.122,-0.805529,-2.89899
3.123,-0.808424,-2.89162
3.124,-0.811312,-2.88423
3.125,-0.814193,-2.87681
3.126,-0.817066,-2.86938
3.127,-0.819932,-2.86194
3.128,-0.82279,-2.85447
3.129,-0.825641,-2.84698
3.13,-0.828484,-2.83948
3.131,-0.831319,-2.83196
3.132,-0.834148,-2.82442
3.133,-0.836968,-2.81686
3.134,-0.839781,-2.80928
3.135,-0.842587,-2.80169
3.136,-0.845385,-2.79408
3.137,-0.848175,-2.78645
3.138,-0.850958,-2.7788
3.139,-0.853733,-2.77114
3.14,-0.8565,-2.76346
3.141,-0.85926,-2.75577
3.142,-0.862011,-2.74805
3.143,-0.864756,-2.74032
3.144,-0.867492,-2.73257
3.145,-0.870221,-2.72481
3.146,-0.872942,-2.71703
3.147,-0.875655,-2.70923
3.148,-0.87836,-2.70142
3.149,-0.881058,-2.69359
3.15,-0.883747,-2.68575
3.151,-0.886429,-2.67789
3.152,-0.889103,-2.67001
3.153,-0.891769,-2.66212
3.154,-0.894427,-2.65421
3.155,-0.897078,-2.64629
3.156,-0.89972,-2.63835
3.157,-0.902354,-2.63039
3.158,-0.904981,-2.62242
3.159,-0.907599,-2.61444
3.16,-0.91021,-2.60644
3.161,-0.912812,-2.59843
3.162,-0.915406,-2.5904
3.163,-0.917993,-2.58235
3.164,-0.920571,-2.57429
3.165,-0.923141,-2.56622
3.166,-0.925704,-2.55813
3.167,-0.928258,-2.55003
3.168,-0.930804,-2.54192
3.169,-0.933341,-2.53379
3.17,-0.935871,-2.52564
3.171,-0.938393,-2.51748
3.172,-0.940906,-2.50931
3.173,-0.943411,-2.50113
3.174,-0.945908,-2.49293
3.175,-0.948397,-2.48472
3.176,-0.950878,-2.47649
3.177,-0.95335,-2.46825
3.178,-0.955814,-2.46
3.179,-0.95827,-2.45174
3.18,-0.960718,-2.44346
3.181,-0.963157,-2.43517
3.182,-0.965588,-2.42686
3.183,-0.968011,-2.41855
3.184,-0.970425,-2.41022
3.185,-0.972831,-2.40187
3.186,-0.975229,-2.39352
3.187,-0.977618,-2.38515
3.188,-0.979999,-2.37678
3.189,-0.982372,-2.36838
3.19,-0.984736,-2.35998
3.191,-0.987092,-2.35157
3.192,-0.989439,-2.34314
3.193,-0.991778,-2.3347
3.194,-0.994109,-2.32625
3.195,-0.996431,-2.31779
3.196,-0.998744,-2.30932
3.197,-1.00105,-2.30083
3.198,-1.00335,-2.29233
3.199,-1.00563,-2.28383
3.2,-1.00791,-2.27531
3.201,-1.01018,-2.26678
3.202,-1.01245,-2.25824
3.203,-1.0147,-2.24969
3.204,-1.01695,-2.24113
3.205,-1.01918,-2.23255
3.206,-1.02141,-2.22397
3.207,-1.02363,-2.21537
3.208,-1.02584,-2.20677
3.209,-1.02804,-2.19816
3.21,-1.03024,-2.18953
3.211,-1.03242,-2.18089
3.212,-1.0346,-2.17225
3.213,-1.03677,-2.16359
3.214,-1.03893,-2.15493
3.215,-1.04108,-2.14625
3.216,-1.04322,-2.13757
3.217,-1.04535,-2.12887
3.218,-1.04748,-2.12017
3.219,-1.04959,-2.11146
3.22,-1.0517,-2.10273
3.221,-1.0538,-2.094
3.222,-1.05589,-2.08526
3.223,-1.05797,-2.07651
3.224,-1.06004,-2.06775
3.225,-1.0621,-2.05898
3.226,-1.06416,-2.0502
3.227,-1.06621,-2.04141
3.228,-1.06824,-2.03262
3.229,-1.07027,-2.02381
3.23,-1.07229,-2.015
3.231,-1.0743,-2.00618
3.232,-1.0763,-1.99735
3.233,-1.0783,-1.98851
3.234,-1.08028,-1.97966
3.235,-1.08225,-1.9708
3.236,-1.08422,-1.96194
3.237,-1.08618,-1.95307
3.238,-1.08813,-1.94419
3.239,-1.09007,-1.9353
3.24,-1.092,-1.92641
3.241,-1.09392,-1.9175
3.242,-1.09583,-1.90859
3.243,-1.09774,-1.89967
3.244,-1.09963,-1.89075
3.245,-1.10152,-1.88181
3.246,-1.1034,-1.87287
3.247,-1.10526,-1.86392
3.248,-1.10712,-1.85497
3.249,-1.10897,-1.846
3.25,-1.11082,-1.83703
3.251,-1.11265,-1.82805
3.252,-1.11447,-1.81907
3.253,-1.11629,-1.81008
3.254,-1.11809,-1.80108
3.255,-1.11989,-1.79207
3.256,-1.12168,-1.78306
3.257,-1.12345,-1.77404
3.258,-1.12522,-1.76502
3.259,-1.12698,-1.75599
3.26,-1.12874,-1.74695
3.261,-1.13048,-1.7379
3.262,-1.13221,-1.72885
3.263,-1.13394,-1.71979
3.264,-1.13565,-1.71073
3.265,-1.13736,-1.70166
3.266,-1.13905,-1.69258
3.267,-1.14074,-1.6835
3.268,-1.14242,-1.67441
3.269,-1.14409,-1.66532
3.27,-1.14575,-1.65622
3.271,-1.1474,-1.64711
3.272,-1.14905,-1.638
3.273,-1.15068,-1.62889
3.274,-1.1523,-1.61976
3.275,-1.15392,-1.61064
3.276,-1.15553,-1.6015
3.277,-1.15712,-1.59236
3.278,-1.15871,-1.58322
3.279,-1.16029,-1.57407
3.28,-1.16186,-1.56491
3.281,-1.16342,-1.55575
3.282,-1.16497,-1.54659
3.283,-1.16651,-1.53742
3.284,-1.16804,-1.52824
3.285,-1.16957,-1.51906
3.286,-1.17108,-1.50988
3.287,-1.17259,-1.50069
3.288,-1.17408,-1.49149
3.289,-1.17557,-1.48229
3.29,-1.17705,-1.47309
3.291,-1.17852,-1.46388
3.292,-1.17998,-1.45467
3.293,-1.18143,-1.44545
3.294,-1.18287,-1.43622
3.295,-1.1843,-1.427
3.296,-1.18572,-1.41777
3.297,-1.18713,-1.40853
3.298,-1.18854,-1.39929
3.299,-1.18993,-1.39005
3.3,-1.19132,-1.3808
3.301,-1.19269,-1.37155
3.302,-1.19406,-1.36229
3.303,-1.19542,-1.35303
3.304,-1.19677,-1.34377
3.305,-1.19811,-1.3345
3.306,-1.19944,-1.32523
3.307,-1.20076,-1.31595
3.308,-1.20207,-1.30667
3.309,-1.20337,-1.29739
3.31,-1.20466,-1.2881
3.311,-1.20595,-1.27881
3.312,-1.20722,-1.26952
3.313,-1.20849,-1.26022
3.314,-1.20974,-1.25092
3.315,-1.21099,-1.24161
3.316,-1.21222,-1.23231
3.317,-1.21345,-1.223
3.318,-1.21467,-1.21368
3.319,-1.21588,-1.20436
3.32,-1.21708,-1.19504
3.321,-1.21827,-1.18572
3.322,-1.21945,-1.17639
3.323,-1.22062,-1.16706
3.324,-1.22179,-1.15773
3.325,-1.22294,-1.14839
3.326,-1.22408,-1.13906
3.327,-1.22522,-1.12971
3.328,-1.22634,-1.12037
3.329,-1.22746,-1.11102
3.33,-1.22856,-1.10167
3.331,-1.22966,-1.09232
3.332,-1.23075,-1.08296
3.333,-1.23183,-1.07361
3.334,-1.2329,-1.06425
3.335,-1.23395,-1.05488
3.336,-1.235,-1.04552
3.337,-1.23605,-1.03615
3.338,-1.23708,-1.02678
3.339,-1.2381,-1.01741
3.34,-1.23911,-1.00803
3.341,-1.24012,-0.998655
3.342,-1.24111,-0.989276
3.343,-1.24209,-0.979894
3.344,-1.24307,-0.97051
3.345,-1.24403,-0.961124
3.346,-1.24499,-0.951736
3.347,-1.24594,-0.942346
3.348,-1.24688,-0.932954
3.349,-1.2478,-0.92356
3.35,-1.24872,-0.914164
3.351,-1.24963,-0.904766
3.352,-1.25053,-0.895366
3.353,-1.25142,-0.885964
3.354,-1.2523,-0.876561
3.355,-1.25318,-0.867156
3.356,-1.25404,-0.857749
3.357,-1.25489,-0.84834
3.358,-1.25574,-0.83893
3.359,-1.25657,-0.829518
3.36,-1.25739,-0.820105
3.361,-1.25821,-0.81069
3.362,-1.25902,-0.801274
3.363,-1.25981,-0.791856
3.364,-1.2606,-0.782436
3.365,-1.26138,-0.773016
3.366,-1.26215,-0.763593
3.367,-1.2629,-0.75417
3.368,-1.26365,-0.744745
3.369,-1.26439,-0.735319
3.37,-1.26512,-0.725892
3.371,-1.26585,-0.716464
3.372,-1.26656,-0.707034
3.373,-1.26726,-0.697603
3.374,-1.26795,-0.688171
3.375,-1.26864,-0.678738
3.376,-1.26931,-0.669305
3.377,-1.26998,-0.65987
3.378,-1.27063,-0.650434
3.379,-1.27128,-0.640997
3.38,-1.27191,-0.631559
3.381,-1.27254,-0.62212
3.382,-1.27316,-0.612681
3.383,-1.27376,-0.60324
3.384,-1.27436,-0.593799
3.385,-1.27495,-0.584357
3.386,-1.27553,-0.574915
3.387,-1.2761,-0.565471
3.388,-1.27666,-0.556028
3.389,-1.27721,-0.546583
3.39,-1.27776,-0.537138
3.391,-1.27829,-0.527692
3.392,-1.27881,-0.518246
3.393,-1.27932,-0.508799
3.394,-1.27983,-0.499351
3.395,-1.28032,-0.489903
3.396,-1.28081,-0.480455
3.397,-1.28128,-0.471007
3.398,-1.28175,-0.461558
3.399,-1.28221,-0.452108
3.4,-1.28265,-0.442659
