Time,x0,x1
4.947,0.571058,-3.06994
4.948,0.567986,-3.07493
4.949,0.564909,-3.07988
4.95,0.561826,-3.08481
4.951,0.558739,-3.08972
4.952,0.555647,-3.0946
4.953,0.55255,-3.09945
4.954,0.549448,-3.10427
4.955,0.546341,-3.10907
4.956,0.54323,-3.11385
4.957,0.540114,-3.11859
4.958,0.536993,-3.12331
4.959,0.533867,-3.128
4.96,0.530737,-3.13267
4.961,0.527602,-3.13731
4.962,0.524462,-3.14192
4.963,0.521318,-3.1465
4.964,0.518169,-3.15106
4.965,0.515016,-3.15559
4.966,0.511858,-3.16009
4.967,0.508696,-3.16457
4.968,0.505529,-3.16902
4.969,0.502358,-3.17344
4.97,0.499182,-3.17783
4.971,0.496002,-3.18219
4.972,0.492818,-3.18653
4.973,0.489629,-3.19084
4.974,0.486436,-3.19512
4.975,0.483239,-3.19937
4.976,0.480037,-3.2036
4.977,0.476831,-3.20779
4.978,0.473622,-3.21196
4.979,0.470407,-3.2161
4.98,0.467189,-3.22021
4.981,0.463967,-3.22429
4.982,0.460741,-3.22834
4.983,0.45751,-3.23237
4.984,0.454276,-3.23636
4.985,0.451038,-3.24033
4.986,0.447795,-3.24427
4.987,0.444549,-3.24818
4.988,0.441299,-3.25206
4.989,0.438045,-3.25591
4.99,0.434787,-3.25973
4.991,0.431526,-3.26352
4.992,0.42826,-3.26728
4.993,0.424991,-3.27101
4.994,0.421718,-3.27472
4.995,0.418442,-3.27839
4.996,0.415161,-3.28203
4.997,0.411878,-3.28565
4.998,0.40859,-3.28923
4.999,0.405299,-3.29278
5,0.402005,-3.29631
5.001,0.398707,-3.2998
5.002,0.395405,-3.30326
5.003,0.3921,-3.3067
5.004,0.388792,-3.3101
5.005,0.38548,-3.31347
5.006,0.382165,-3.31681
5.007,0.378846,-3.32013
5.008,0.375524,-3.32341
5.009,0.372199,-3.32666
5.01,0.368871,-3.32988
5.011,0.36554,-3.33307
5.012,0.362205,-3.33622
5.013,0.358867,-3.33935
5.014,0.355526,-3.34245
5.015,0.352182,-3.34551
5.016,0.348835,-3.34854
5.017,0.345485,-3.35155
5.018,0.342132,-3.35452
5.019,0.338776,-3.35746
5.02,0.335417,-3.36037
5.021,0.332056,-3.36325
5.022,0.328691,-3.36609
5.023,0.325323,-3.36891
5.024,0.321953,-3.37169
5.025,0.31858,-3.37444
5.026,0.315204,-3.37716
5.027,0.311826,-3.37985
5.028,0.308444,-3.3825
5.029,0.305061,-3.38513
5.03,0.301674,-3.38772
5.031,0.298285,-3.39028
5.032,0.294894,-3.39281
5.033,0.2915,-3.3953
5.034,0.288103,-3.39777
5.035,0.284704,-3.4002
5.036,0.281303,-3.4026
5.037,0.277899,-3.40496
5.038,0.274493,-3.4073
5.039,0.271084,-3.4096
5.04,0.267674,-3.41187
5.041,0.264261,-3.41411
5.042,0.260845,-3.41631
5.043,0.257428,-3.41848
5.044,0.254008,-3.42062
5.045,0.250587,-3.42273
5.046,0.247163,-3.4248
5.047,0.243737,-3.42684
5.048,0.240309,-3.42885
5.049,0.23688,-3.43083
5.05,0.233448,-3.43277
5.051,0.230014,-3.43468
5.052,0.226578,-3.43656
5.053,0.223141,-3.4384
5.054,0.219702,-3.44021
5.055,0.21626,-3.44199
5.056,0.212818,-3.44373
5.057,0.209373,-3.44544
5.058,0.205927,-3.44712
5.059,0.202479,-3.44877
5.06,0.199029,-3.45038
5.061,0.195578,-3.45196
5.062,0.192125,-3.4535
5.063,0.188671,-3.45501
5.064,0.185215,-3.45649
5.065,0.181758,-3.45793
5.066,0.178299,-3.45934
5.067,0.174839,-3.46072
5.068,0.171378,-3.46206
5.069,0.167915,-3.46337
5.07,0.164451,-3.46465
5.071,0.160986,-3.46589
5.072,0.157519,-3.4671
5.073,0.154052,-3.46828
5.074,0.150583,-3.46942
5.075,0.147113,-3.47053
5.076,0.143642,-3.4716
5.077,0.14017,-3.47264
5.078,0.136697,-3.47365
5.079,0.133223,-3.47462
5.08,0.129747,-3.47556
5.081,0.126271,-3.47646
5.082,0.122794,-3.47733
5.083,0.119317,-3.47817
5.084,0.115838,-3.47897
5.085,0.112359,-3.47974
5.086,0.108879,-3.48048
5.087,0.105398,-3.48118
5.088,0.101916,-3.48185
5.089,0.0984342,-3.48248
5.09,0.0949514,-3.48308
5.091,0.091468,-3.48364
5.092,0.0879841,-3.48417
5.093,0.0844997,-3.48467
5.094,0.0810148,-3.48513
5.095,0.0775295,-3.48556
5.096,0.0740437,-3.48595
5.097,0.0705576,-3.48631
5.098,0.0670711,-3.48664
5.099,0.0635843,-3.48693
5.1,0.0600972,-3.48719
5.101,0.0566099,-3.48741
5.102,0.0531224,-3.4876
5.103,0.0496347,-3.48776
5.104,0.0461469,-3.48788
5.105,0.042659,-3.48796
5.106,0.039171,-3.48802
5.107,0.035683,-3.48804
5.108,0.0321949,-3.48802
5.109,0.0287069,-3.48797
5.11,0.025219,-3.48788
5.111,0.0217312,-3.48777
5.112,0.0182435,-3.48761
5.113,0.014756,-3.48743
5.114,0.0112686,-3.48721
5.115,0.00778156,-3.48695
5.116,0.00429475,-3.48666
5.117,0.000808245,-3.48634
5.118,-0.00267792,-3.48598
5.119,-0.0061637,-3.48559
5.12,-0.00964908,-3.48516
5.121,-0.013134,-3.4847
5.122,-0.0166185,-3.48421
5.123,-0.0201024,-3.48368
5.124,-0.0235858,-3.48312
5.125,-0.0270686,-3.48252
5.126,-0.0305508,-3.48189
5.127,-0.0340324,-3.48122
5.128,-0.0375133,-3.48052
5.129,-0.0409934,-3.47979
5.13,-0.0444729,-3.47902
5.131,-0.0479515,-3.47822
5.132,-0.0514293,-3.47739
5.133,-0.0549062,-3.47652
5.134,-0.0583823,-3.47562
5.135,-0.0618575,-3.47468
5.136,-0.0653317,-3.47371
5.137,-0.0688049,-3.4727
5.138,-0.0722771,-3.47167
5.139,-0.0757482,-3.47059
5.14,-0.0792182,-3.46949
5.141,-0.0826872,-3.46835
5.142,-0.0861549,-3.46717
5.143,-0.0896215,-3.46596
5.144,-0.0930868,-3.46472
5.145,-0.0965509,-3.46345
5.146,-0.100014,-3.46214
5.147,-0.103475,-3.4608
5.148,-0.106935,-3.45942
5.149,-0.110394,-3.45801
5.15,-0.113851,-3.45657
5.151,-0.117307,-3.45509
5.152,-0.120761,-3.45358
5.153,-0.124214,-3.45204
5.154,-0.127666,-3.45046
5.155,-0.131115,-3.44885
5.156,-0.134563,-3.4472
5.157,-0.13801,-3.44553
5.158,-0.141454,-3.44382
5.159,-0.144897,-3.44207
5.16,-0.148338,-3.44029
5.161,-0.151778,-3.43848
5.162,-0.155215,-3.43664
5.163,-0.158651,-3.43476
5.164,-0.162085,-3.43285
5.165,-0.165517,-3.43091
5.166,-0.168947,-3.42893
5.167,-0.172375,-3.42693
5.168,-0.175801,-3.42488
5.169,-0.179224,-3.42281
5.17,-0.182646,-3.4207
5.171,-0.186066,-3.41856
5.172,-0.189483,-3.41639
5.173,-0.192899,-3.41418
5.174,-0.196312,-3.41194
5.175,-0.199722,-3.40967
5.176,-0.203131,-3.40737
5.177,-0.206537,-3.40503
5.178,-0.209941,-3.40267
5.179,-0.213342,-3.40026
5.18,-0.216742,-3.39783
5.181,-0.220138,-3.39537
5.182,-0.223532,-3.39287
5.183,-0.226924,-3.39034
5.184,-0.230313,-3.38778
5.185,-0.233699,-3.38518
5.186,-0.237083,-3.38256
5.187,-0.240464,-3.3799
5.188,-0.243843,-3.37721
5.189,-0.247219,-3.37448
5.19,-0.250592,-3.37173
5.191,-0.253962,-3.36894
5.192,-0.25733,-3.36613
5.193,-0.260695,-3.36328
5.194,-0.264056,-3.3604
5.195,-0.267415,-3.35749
5.196,-0.270771,-3.35454
5.197,-0.274124,-3.35157
5.198,-0.277474,-3.34856
5.199,-0.280822,-3.34552
5.2,-0.284166,-3.34245
5.201,-0.287506,-3.33935
5.202,-0.290844,-3.33622
5.203,-0.294179,-3.33306
5.204,-0.29751,-3.32987
5.205,-0.300839,-3.32664
5.206,-0.304164,-3.32339
5.207,-0.307485,-3.3201
5.208,-0.310804,-3.31679
5.209,-0.314119,-3.31344
5.21,-0.317431,-3.31006
5.211,-0.320739,-3.30665
5.212,-0.324044,-3.30321
5.213,-0.327345,-3.29974
5.214,-0.330643,-3.29625
5.215,-0.333938,-3.29272
5.216,-0.337229,-3.28916
5.217,-0.340516,-3.28557
5.218,-0.3438,-3.28195
5.219,-0.34708,-3.2783
5.22,-0.350357,-3.27462
5.221,-0.353629,-3.27091
5.222,-0.356898,-3.26717
5.223,-0.360164,-3.2634
5.224,-0.363425,-3.2596
5.225,-0.366683,-3.25577
5.226,-0.369937,-3.25192
5.227,-0.373187,-3.24803
5.228,-0.376433,-3.24411
5.229,-0.379675,-3.24017
5.23,-0.382913,-3.23619
5.231,-0.386147,-3.23219
5.232,-0.389377,-3.22816
5.233,-0.392604,-3.2241
5.234,-0.395826,-3.22001
5.235,-0.399044,-3.21589
5.236,-0.402257,-3.21174
5.237,-0.405467,-3.20756
5.238,-0.408673,-3.20336
5.239,-0.411874,-3.19913
5.24,-0.415071,-3.19487
5.241,-0.418263,-3.19058
5.242,-0.421452,-3.18626
5.243,-0.424636,-3.18191
5.244,-0.427816,-3.17754
5.245,-0.430991,-3.17314
5.246,-0.434162,-3.16871
5.247,-0.437328,-3.16425
5.248,-0.44049,-3.15977
5.249,-0.443648,-3.15525
5.25,-0.446801,-3.15071
5.251,-0.449949,-3.14614
5.252,-0.453093,-3.14155
5.253,-0.456232,-3.13693
5.254,-0.459367,-3.13228
5.255,-0.462497,-3.1276
5.256,-0.465622,-3.1229
5.257,-0.468743,-3.11817
5.258,-0.471859,-3.11341
5.259,-0.47497,-3.10863
5.26,-0.478076,-3.10382
5.261,-0.481177,-3.09898
5.262,-0.484274,-3.09412
5.263,-0.487365,-3.08923
5.264,-0.490452,-3.08431
5.265,-0.493534,-3.07937
5.266,-0.496611,-3.0744
5.267,-0.499683,-3.06941
5.268,-0.50275,-3.06439
5.269,-0.505812,-3.05934
5.27,-0.508868,-3.05427
5.271,-0.51192,-3.04917
5.272,-0.514967,-3.04405
5.273,-0.518008,-3.0389
5.274,-0.521045,-3.03372
5.275,-0.524076,-3.02853
5.276,-0.527102,-3.0233
5.277,-0.530122,-3.01805
5.278,-0.533138,-3.01278
5.279,-0.536148,-3.00748
5.28,-0.539153,-3.00215
5.281,-0.542152,-2.9968
5.282,-0.545146,-2.99143
5.283,-0.548135,-2.98603
5.284,-0.551118,-2.98061
5.285,-0.554096,-2.97516
5.286,-0.557069,-2.96969
5.287,-0.560036,-2.96419
5.288,-0.562997,-2.95868
5.289,-0.565953,-2.95313
5.29,-0.568903,-2.94756
5.291,-0.571848,-2.94197
5.292,-0.574787,-2.93636
5.293,-0.577721,-2.93072
5.294,-0.580649,-2.92506
5.295,-0.583571,-2.91937
5.296,-0.586487,-2.91366
5.297,-0.589398,-2.90793
5.298,-0.592303,-2.90217
5.299,-0.595203,-2.8964
5.3,-0.598096,-2.89059
5.301,-0.600984,-2.88477
5.302,-0.603866,-2.87892
5.303,-0.606742,-2.87305
5.304,-0.609612,-2.86716
5.305,-0.612476,-2.86125
5.306,-0.615334,-2.85531
5.307,-0.618186,-2.84935
5.308,-0.621033,-2.84337
5.309,-0.623873,-2.83737
5.31,-0.626708,-2.83134
5.311,-0.629536,-2.82529
5.312,-0.632358,-2.81922
5.313,-0.635174,-2.81313
5.314,-0.637984,-2.80702
5.315,-0.640788,-2.80089
5.316,-0.643586,-2.79473
5.317,-0.646378,-2.78855
5.318,-0.649163,-2.78236
5.319,-0.651943,-2.77614
5.32,-0.654716,-2.7699
5.321,-0.657482,-2.76364
5.322,-0.660243,-2.75735
5.323,-0.662997,-2.75105
5.324,-0.665745,-2.74473
5.325,-0.668486,-2.73838
5.326,-0.671222,-2.73202
5.327,-0.67395,-2.72563
5.328,-0.676673,-2.71923
5.329,-0.679389,-2.7128
5.33,-0.682099,-2.70636
5.331,-0.684802,-2.69989
5.332,-0.687498,-2.69341
5.333,-0.690188,-2.68691
5.334,-0.692872,-2.68038
5.335,-0.695549,-2.67384
5.336,-0.69822,-2.66727
5.337,-0.700884,-2.66069
5.338,-0.703541,-2.65409
5.339,-0.706192,-2.64747
5.34,-0.708836,-2.64083
5.341,-0.711474,-2.63417
5.342,-0.714104,-2.62749
5.343,-0.716729,-2.62079
5.344,-0.719346,-2.61408
5.345,-0.721957,-2.60734
5.346,-0.724561,-2.60059
5.347,-0.727158,-2.59382
5.348,-0.729748,-2.58703
5.349,-0.732332,-2.58022
5.35,-0.734909,-2.57339
5.351,-0.737479,-2.56655
5.352,-0.740042,-2.55969
5.353,-0.742598,-2.55281
5.354,-0.745147,-2.54591
5.355,-0.74769,-2.53899
5.356,-0.750225,-2.53206
5.357,-0.752754,-2.52511
5.358,-0.755276,-2.51814
5.359,-0.75779,-2.51116
5.36,-0.760298,-2.50416
5.361,-0.762799,-2.49714
5.362,-0.765292,-2.4901
5.363,-0.767779,-2.48305
5.364,-0.770258,-2.47598
5.365,-0.772731,-2.46889
5.366,-0.775196,-2.46179
5.367,-0.777654,-2.45467
5.368,-0.780105,-2.44753
5.369,-0.782549,-2.44038
5.37,-0.784986,-2.43321
5.371,-0.787416,-2.42602
5.372,-0.789838,-2.41882
5.373,-0.792253,-2.4116
5.374,-0.794661,-2.40437
5.375,-0.797062,-2.39712
5.376,-0.799456,-2.38986
5.377,-0.801842,-2.38258
5.378,-0.804221,-2.37528
5.379,-0.806592,-2.36797
5.38,-0.808957,-2.36064
5.381,-0.811314,-2.3533
5.382,-0.813663,-2.34594
5.383,-0.816006,-2.33857
5.384,-0.81834,-2.33118
5.385,-0.820668,-2.32378
5.386,-0.822988,-2.31637
5.387,-0.825301,-2.30893
5.388,-0.827606,-2.30149
5.389,-0.829904,-2.29403
5.39,-0.832194,-2.28655
5.391,-0.834477,-2.27906
5.392,-0.836752,-2.27156
5.393,-0.83902,-2.26404
5.394,-0.84128,-2.25651
5.395,-0.843533,-2.24896
5.396,-0.845778,-2.2414
5.397,-0.848016,-2.23383
5.398,-0.850246,-2.22624
5.399,-0.852468,-2.21864
5.4,-0.854683,-2.21103
5.401,-0.85689,-2.2034
5.402,-0.85909,-2.19576
5.403,-0.861282,-2.1881
5.404,-0.863466,-2.18043
5.405,-0.865643,-2.17275
5.406,-0.867811,-2.16506
5.407,-0.869973,-2.15735
5.408,-0.872126,-2.14963
5.409,-0.874272,-2.1419
5.41,-0.87641,-2.13415
5.411,-0.87854,-2.1264
5.412,-0.880663,-2.11862
5.413,-0.882777,-2.11084
5.414,-0.884884,-2.10305
5.415,-0.886984,-2.09524
5.416,-0.889075,-2.08742
5.417,-0.891158,-2.07959
5.418,-0.893234,-2.07174
5.419,-0.895302,-2.06389
5.42,-0.897362,-2.05602
5.421,-0.899414,-2.04814
5.422,-0.901458,-2.04025
5.423,-0.903494,-2.03234
5.424,-0.905523,-2.02443
5.425,-0.907543,-2.0165
5.426,-0.909556,-2.00856
5.427,-0.91156,-2.00062
5.428,-0.913557,-1.99266
5.429,-0.915546,-1.98468
5.43,-0.917526,-1.9767
5.431,-0.919499,-1.96871
5.432,-0.921464,-1.96071
5.433,-0.92342,-1.95269
5.434,-0.925369,-1.94466
5.435,-0.92731,-1.93663
5.436,-0.929242,-1.92858
5.437,-0.931167,-1.92052
5.438,-0.933083,-1.91246
5.439,-0.934992,-1.90438
5.44,-0.936892,-1.89629
5.441,-0.938784,-1.88819
5.442,-0.940669,-1.88008
5.443,-0.942545,-1.87196
5.444,-0.944413,-1.86383
5.445,-0.946272,-1.85569
5.446,-0.948124,-1.84754
5.447,-0.949967,-1.83939
5.448,-0.951803,-1.83122
5.449,-0.95363,-1.82304
5.45,-0.955449,-1.81485
5.451,-0.957259,-1.80666
5.452,-0.959062,-1.79845
5.453,-0.960856,-1.79023
5.454,-0.962643,-1.78201
5.455,-0.96442,-1.77378
5.456,-0.96619,-1.76553
5.457,-0.967951,-1.75728
5.458,-0.969705,-1.74902
5.459,-0.97145,-1.74075
5.46,-0.973186,-1.73247
5.461,-0.974914,-1.72418
5.462,-0.976634,-1.71589
5.463,-0.978346,-1.70758
5.464,-0.98005,-1.69927
5.465,-0.981745,-1.69095
5.466,-0.983432,-1.68262
5.467,-0.98511,-1.67428
5.468,-0.98678,-1.66593
5.469,-0.988442,-1.65758
5.47,-0.990095,-1.64922
5.471,-0.99174,-1.64085
5.472,-0.993377,-1.63247
5.473,-0.995005,-1.62408
5.474,-0.996625,-1.61569
5.475,-0.998237,-1.60728
5.476,-0.99984,-1.59887
5.477,-1.00143,-1.59046
5.478,-1.00302,-1.58203
5.479,-1.0046,-1.5736
5.48,-1.00617,-1.56516
5.481,-1.00773,-1.55671
5.482,-1.00928,-1.54825
5.483,-1.01083,-1.53979
5.484,-1.01236,-1.53132
5.485,-1.01389,-1.52285
5.486,-1.01541,-1.51436
5.487,-1.01692,-1.50587
5.488,-1.01842,-1.49738
5.489,-1.01991,-1.48887
5.49,-1.0214,-1.48036
5.491,-1.02287,-1.47184
5.492,-1.02434,-1.46332
5.493,-1.0258,-1.45479
5.494,-1.02725,-1.44625
5.495,-1.02869,-1.43771
5.496,-1.03012,-1.42916
5.497,-1.03155,-1.4206
5.498,-1.03297,-1.41204
5.499,-1.03437,-1.40347
5.5,-1.03577,-1.39489
5.501,-1.03716,-1.38631
5.502,-1.03855,-1.37772
5.503,-1.03992,-1.36913
5.504,-1.04128,-1.36053
5.505,-1.04264,-1.35192
5.506,-1.04399,-1.34331
5.507,-1.04533,-1.33469
5.508,-1.04666,-1.32607
5.509,-1.04798,-1.31744
5.51,-1.04929,-1.30881
5.511,-1.0506,-1.30017
5.512,-1.05189,-1.29152
5.513,-1.05318,-1.28287
5.514,-1.05446,-1.27422
5.515,-1.05573,-1.26556
5.516,-1.05699,-1.25689
5.517,-1.05824,-1.24822
5.518,-1.05949,-1.23954
5.519,-1.06072,-1.23086
5.52,-1.06195,-1.22217
5.521,-1.06316,-1.21348
5.522,-1.06437,-1.20478
5.523,-1.06557,-1.19608
5.524,-1.06677,-1.18738
5.525,-1.06795,-1.17867
5.526,-1.06912,-1.16995
5.527,-1.07029,-1.16123
5.528,-1.07145,-1.1525
5.529,-1.07259,-1.14377
5.53,-1.07373,-1.13504
5.531,-1.07486,-1.1263
5.532,-1.07599,-1.11756
5.533,-1.0771,-1.10881
5.534,-1.0782,-1.10006
5.535,-1.0793,-1.0913
5.536,-1.08039,-1.08254
5.537,-1.08146,-1.07378
5.538,-1.08253,-1.06501
5.539,-1.08359,-1.05624
5.54,-1.08465,-1.04746
5.541,-1.08569,-1.03868
5.542,-1.08672,-1.0299
5.543,-1.08775,-1.02111
5.544,-1.08877,-1.01232
5.545,-1.08977,-1.00352
5.546,-1.09077,-0.994725
5.547,-1.09176,-0.985923
5.548,-1.09274,-0.977117
5.549,-1.09372,-0.968307
5.55,-1.09468,-0.959494
5.551,-1.09564,-0.950677
5.552,-1.09658,-0.941857
5.553,-1.09752,-0.933034
5.554,-1.09845,-0.924207
5.555,-1.09937,-0.915377
5.556,-1.10028,-0.906544
5.557,-1.10118,-0.897708
5.558,-1.10208,-0.888869
5.559,-1.10296,-0.880026
5.56,-1.10384,-0.871181
5.561,-1.1047,-0.862333
5.562,-1.10556,-0.853481
5.563,-1.10641,-0.844627
5.564,-1.10725,-0.83577
5.565,-1.10808,-0.826911
5.566,-1.1089,-0.818048
5.567,-1.10972,-0.809183
5.568,-1.11052,-0.800315
5.569,-1.11132,-0.791445
5.57,-1.1121,-0.782572
5.571,-1.11288,-0.773696
5.572,-1.11365,-0.764818
5.573,-1.11441,-0.755938
5.574,-1.11516,-0.747055
5.575,-1.11591,-0.73817
5.576,-1.11664,-0.729283
5.577,-1.11736,-0.720393
5.578,-1.11808,-0.711501
5.579,-1.11879,-0.702607
5.58,-1.11949,-0.693711
5.581,-1.12017,-0.684813
5.582,-1.12086,-0.675913
5.583,-1.12153,-0.667011
5.584,-1.12219,-0.658106
5.585,-1.12284,-0.6492
5.586,-1.12349,-0.640292
5.587,-1.12412,-0.631383
5.588,-1.12475,-0.622471
5.589,-1.12537,-0.613558
5.59,-1.12598,-0.604643
5.591,-1.12658,-0.595726
5.592,-1.12717,-0.586808
5.593,-1.12775,-0.577888
5.594,-1.12832,-0.568967
5.595,-1.12889,-0.560044
5.596,-1.12944,-0.551119
5.597,-1.12999,-0.542194
5.598,-1.13053,-0.533266
5.599,-1.13106,-0.524338
5.6,-1.13158,-0.515408
5.601,-1.13209,-0.506477
5.602,-1.13259,-0.497545
5.603,-1.13308,-0.488611
5.604,-1.13357,-0.479677
5.605,-1.13404,-0.470741
5.606,-1.13451,-0.461804
5.607,-1.13497,-0.452867
5.608,-1.13542,-0.443928
5.609,-1.13585,-0.434988
5.61,-1.13629,-0.426048
5.611,-1.13671,-0.417106
5.612,-1.13712,-0.408164
5.613,-1.13752,-0.399221
5.614,-1.13792,-0.390277
5.615,-1.1383,-0.381333
5.616,-1.13868,-0.372387
5.617,-1.13905,-0.363442
5.618,-1.13941,-0.354495
5.619,-1.13976,-0.345548
5.62,-1.1401,-0.336601
5.621,-1.14043,-0.327653
5.622,-1.14075,-0.318704
5.623,-1.14107,-0.309755
5.624,-1.14137,-0.300806
5.625,-1.14167,-0.291857
5.626,-1.14196,-0.282907
5.627,-1.14224,-0.273957
5.628,-1.14251,-0.265006
5.629,-1.14277,-0.256056
5.63,-1.14302,-0.247105
5.631,-1.14326,-0.238154
5.632,-1.14349,-0.229203
5.633,-1.14372,-0.220253
5.634,-1.14393,-0.211302
5.635,-1.14414,-0.202351
5.636,-1.14434,-0.1934
5.637,-1.14453,-0.184449
5.638,-1.14471,-0.175499
5.639,-1.14488,-0.166549
5.64,-1.14504,-0.157598
5.641,-1.14519,-0.148649
5.642,-1.14534,-0.139699
5.643,-1.14547,-0.13075
5.644,-1.1456,-0.121801
5.645,-1.14572,-0.112852
5.646,-1.14583,-0.103904
5.647,-1.14592,-0.0949569
5.648,-1.14602,-0.0860098
5.649,-1.1461,-0.0770633
5.65,-1.14617,-0.0681174
5.651,-1.14623,-0.0591721
5.652,-1.14629,-0.0502275
5.653,-1.14633,-0.0412835
5.654,-1.14637,-0.0323403
5.655,-1.1464,-0.0233979
5.656,-1.14642,-0.0144562
5.657,-1.14643,-0.00551539
5.658,-1.14643,0.00342456
5.659,-1.14642,0.0123636
5.66,-1.1464,0.0213017
5.661,-1.14638,0.0302388
5.662,-1.14634,0.0391749
5.663,-1.1463,0.04811
5.664,-1.14625,0.0570439
5.665,-1.14619,0.0659768
5.666,-1.14611,0.0749084
5.667,-1.14604,0.0838389
5.668,-1.14595,0.0927682
5.669,-1.14585,0.101696
5.67,-1.14574,0.110623
5.671,-1.14563,0.119548
5.672,-1.1455,0.128472
5.673,-1.14537,0.137395
5.674,-1.14523,0.146316
5.675,-1.14508,0.155235
5.676,-1.14492,0.164154
5.677,-1.14475,0.17307
5.678,-1.14457,0.181985
5.679,-1.14439,0.190898
5.68,-1.14419,0.19981
5.681,-1.14399,0.20872
5.682,-1.14377,0.217628
5.683,-1.14355,0.226535
5.684,-1.14332,0.235439
5.685,-1.14308,0.244342
5.686,-1.14283,0.253243
5.687,-1.14257,0.262142
5.688,-1.14231,0.271039
5.689,-1.14203,0.279934
5.69,-1.14175,0.288827
5.691,-1.14145,0.297718
5.692,-1.14115,0.306607
5.693,-1.14084,0.315493
5.694,-1.14052,0.324378
5.695,-1.14019,0.33326
5.696,-1.13985,0.34214
5.697,-1.13951,0.351018
5.698,-1.13915,0.359893
5.699,-1.13879,0.368766
5.7,-1.13842,0.377637
5.701,-1.13803,0.386505
5.702,-1.13764,0.395371
5.703,-1.13724,0.404234
5.704,-1.13683,0.413095
5.705,-1.13642,0.421953
5.706,-1.13599,0.430808
5.707,-1.13555,0.439661
5.708,-1.13511,0.448511
5.709,-1.13466,0.457358
5.71,-1.1342,0.466203
5.711,-1.13373,0.475045
5.712,-1.13325,0.483883
5.713,-1.13276,0.492719
5.714,-1.13226,0.501553
5.715,-1.13175,0.510383
5.716,-1.13124,0.51921
5.717,-1.13072,0.528034
5.718,-1.13018,0.536855
5.719,-1.12964,0.545672
5.72,-1.12909,0.554487
5.721,-1.12853,0.563298
5.722,-1.12797,0.572107
5.723,-1.12739,0.580912
5.724,-1.1268,0.589713
5.725,-1.12621,0.598511
5.726,-1.12561,0.607306
5.727,-1.125,0.616097
5.728,-1.12437,0.624885
5.729,-1.12375,0.63367
5.73,-1.12311,0.64245
5.731,-1.12246,0.651228
5.732,-1.1218,0.660001
5.733,-1.12114,0.668771
5.734,-1.12047,0.677537
5.735,-1.11979,0.686299
5.736,-1.11909,0.695058
5.737,-1.1184,0.703813
5.738,-1.11769,0.712563
5.739,-1.11697,0.72131
5.74,-1.11624,0.730053
5.741,-1.11551,0.738792
5.742,-1.11477,0.747527
5.743,-1.11402,0.756257
5.744,-1.11325,0.764984
5.745,-1.11249,0.773706
5.746,-1.11171,0.782424
5.747,-1.11092,0.791138
5.748,-1.11012,0.799848
5.749,-1.10932,0.808553
5.75,-1.10851,0.817254
5.751,-1.10769,0.82595
5.752,-1.10686,0.834642
5.753,-1.10602,0.843329
5.754,-1.10517,0.852012
5.755,-1.10431,0.86069
5.756,-1.10345,0.869364
5.757,-1.10257,0.878032
5.758,-1.10169,0.886696
5.759,-1.1008,0.895355
5.76,-1.0999,0.90401
5.761,-1.09899,0.912659
5.762,-1.09808,0.921304
5.763,-1.09715,0.929943
5.764,-1.09622,0.938578
5.765,-1.09527,0.947207
5.766,-1.09432,0.955832
5.767,-1.09336,0.964451
5.768,-1.09239,0.973065
5.769,-1.09142,0.981673
5.77,-1.09043,0.990277
5.771,-1.08943,0.998875
5.772,-1.08843,1.00747
5.773,-1.08742,1.01605
5.774,-1.0864,1.02464
5.775,-1.08537,1.03321
5.776,-1.08433,1.04178
5.777,-1.08329,1.05035
5.778,-1.08223,1.05891
5.779,-1.08117,1.06746
5.78,-1.0801,1.07601
5.781,-1.07902,1.08455
5.782,-1.07793,1.09309
5.783,-1.07683,1.10162
5.784,-1.07572,1.11014
5.785,-1.07461,1.11866
5.786,-1.07349,1.12717
5.787,-1.07236,1.13568
5.788,-1.07122,1.14418
5.789,-1.07007,1.15267
5.79,-1.06891,1.16116
5.791,-1.06775,1.16964
5.792,-1.06657,1.17811
5.793,-1.06539,1.18658
5.794,-1.0642,1.19504
5.795,-1.063,1.2035
5.796,-1.06179,1.21195
5.797,-1.06058,1.22039
5.798,-1.05935,1.22882
5.799,-1.05812,1.23725
5.8,-1.05688,1.24567
5.801,-1.05563,1.25409
5.802,-1.05437,1.2625
5.803,-1.0531,1.2709
5.804,-1.05183,1.27929
5.805,-1.05054,1.28768
5.806,-1.04925,1.29606
5.807,-1.04795,1.30443
5.808,-1.04664,1.3128
5.809,-1.04532,1.32115
5.81,-1.044,1.3295
5.811,-1.04267,1.33785
5.812,-1.04132,1.34618
5.813,-1.03997,1.35451
5.814,-1.03861,1.36283
5.815,-1.03725,1.37115
5.816,-1.03587,1.37945
5.817,-1.03449,1.38775
5.818,-1.0331,1.39604
5.819,-1.0317,1.40432
5.82,-1.03029,1.4126
5.821,-1.02887,1.42086
5.822,-1.02745,1.42912
5.823,-1.02601,1.43737
5.824,-1.02457,1.44561
5.825,-1.02312,1.45385
5.826,-1.02166,1.46207
5.827,-1.0202,1.47029
5.828,-1.01872,1.4785
5.829,-1.01724,1.4867
5.83,-1.01575,1.49489
5.831,-1.01425,1.50307
5.832,-1.01274,1.51125
5.833,-1.01123,1.51942
5.834,-1.00971,1.52757
5.835,-1.00817,1.53572
5.836,-1.00663,1.54386
5.837,-1.00509,1.55199
5.838,-1.00353,1.56011
